Código de reporte / ticket,Fecha de reporte,Módulo,Plataforma,Version,Sistema operativo,Dispositivo utilizado,Versión de navegador / app,Tipo de incidencia,Prioridad,Título,Descripción,Pasos para reproducir,Sugerencia,Evidencia,Reporter,Estatus de resolución - Desarrollador,Desarrollador que coloca el estatus,Fecha de resolucion,Version de la solucion,Estatus de resolución - Tester,Tester que coloca el estatus,Fecha de revision
EDEN-520,22/02/2023,Creacion de cuenta,Mobile,1.0.22,Android 11,,N/A,Error,Media,Error en la plantilla de reenvio de codigo,El error ocurre cuando el usuario reenvia el codigo y el mensaje llega sin plantilla,"1.Ingresar a la app
2.Ubicar la opcion de creacion de cuenta.
3.Crear una cuenta",,EVIDENCIA 520,Victor Moreno,Corregido,Omar E,22/02/23,"1,0,23",,,
EDEN-521,22/02/2023,Creacion de cuenta,Mobile,1.0.22,Android 11,,N/A,Error,Media,Error en la informacion del modal que le indica al usuario que no esta disponible el servicio en tu pais,"El error ocurre cuando el pais no esta disponible para el servicio de mensajeria  y la venta modal indica ""Servicio no disponible es tu pais"" el cual debe indicar ""en"" en vez de ""es""","1.Ingresar a la app
2.Ubicar la opcion de creacion de cuenta.
3.Crear una cuenta",,EVIDENCIA 521,Victor Moreno,Corregido,Omar E,22/02/23,"1,0,23",SOLUCIONADO,Victor Moreno,
EDEN-522,22/02/2023,Profile,Mobile,1.0.22,Android 11,,N/A,Error,Media,Error en la plantilla de reenvio de codigo,El error ocurre cuando se actualiza el correo en profile y el codigo llega sin plantilla,"1.Ingresar a la app
2.Ubicar la opcion de profile
3.Cambio de correo",,EVIDENCIA 522,Victor Moreno,Corregido,Omar E,07/03/23,"1,0,27",,,
EDEN-523,22/02/2023,Profile,Mobile,1.0.22,Android 11,,N/A,Error,Alta,Error la momento de actualizar el correo electronico,El error ocurre cuando el usuario cambia el correo electronico y desea entrar con el nuevo correo el sistema lo ingresa a la seccion de otro usuario,"1.Ingresar a la app
2.Ubicar la opcion de profile
3.Cambio de correo",,EVIDENCIA 523,Victor Moreno,Corregido,Omar E,03/03/23,"1,0,26",,,
EDEN-524,23/02/2023,Arcas,Mobile,1.0.22,Android 11,,N/A,Error,Alta,Error al momento de eleminar a un usuario desde la gestion de llaves,"El error ocurre cuando un usuario elimina a un beneficiario de la gestion de llaves de un arca y al momento que se elemina el usuario , automaticamente otro usuario se repite dos veces en la solicitud","1.Ingresar a la app
2.Ubicar la opcion de arcas
3.Eliminar a un usuario de la gestion de llaves",,EVIDENCIA 524,Victor Moreno,,,,,,,
EDEN-525,23/02/2023,Eden,Mobile,1.0.22,Android 11,,N/A,Error,Media,Error al no verse el avatar tanto al momento de compartir como al descargar,El error ocurre cuando se desea compartir y descargar un eden y el avatar no esta presente en estas acciones,"1.Ingresar a la app
2.Ubicar la opcion de eden
3.Compartir un eden o descargar",,EVIDENCIA 525,Victor Moreno,Corregido,Joel G,03/03/23,"1,0,26",,,
EDEN-526,23/02/2023,Eden,Mobile,1.0.22,Android 11,,N/A,Error,Alta,Error en el boton de dar insignas,El error ocurre cuando el boton de dar insignia no desaparce al momento de hacer scroll a las publicaciones,"1.Ingresar a la app
2.Ubicar la opcion de eden
3.Crear un eden",,EVIDENCIA 526,Victor Moreno,Corregido,Carlos S,01/03/23,"1,0,24",,,
EDEN-527,24/02/2023,Eden,Mobile,1.0.22,Android 11,,N/A,Error,Alta,Error al momento de compartir un eden con un usuario fuera de la app,El error ocurre cuando se desea compartir un eden con un usuario que no esta en la app y al momento que la app te lleva a  ver a las personas a las cuales se le ha compartido el eden los usuarios que estan fuera de la app aparecen en blanco.,"1.Ingresar a la app
2.Ubicar la opcion de eden
3.Crear un eden",,EVIDENCIA 527,Victor Moreno,Corregido,Carlos S,01/03/23,"1,0,24",,,
EDEN-528,24/02/2023,Eden,Mobile,1.0.22,Android 11,,N/A,Error,Alta,Error al momento de dejar una insignia,El error ocurre cuando la pestalla de comparte una insignia se corta a  mano derecha al momento de dar una insignia por lo cual no se logra ver cuantas insignia se ha otorgado de ese elemento,"1.Ingresar a la app
2.Ubicar la opcion de eden
3.Crear un eden",,EVIDENCIA 528,Victor Moreno,Corregido,Carlos S/Omar E,01/03/23,"1,0,24",,,
EDEN-529,24/02/2023,Eden,Mobile,1.0.22,Android 11,,N/A,Error,Baja,Error en el boton de eliminar eden,El error ocurre cuando se repite dos veces la misma frase en el pop up y en la barra de abajo deberia decir continuar o eliminar no eden como esta actualmente,"1.Ingresar a la app
2.Ubicar la opcion de eden
3.Crear un eden",,EVIDENCIA 529,Victor Moreno,Corregido,Carlos S,01/03/23,"1,0,24",,,
EDEN-530,24/02/2023,Eden,Mobile,1.0.22,Android 11,,N/A,Error,Media,Error en validar un eden con los datos funerarios,"El error ocurre cuando la informacion que se encuentran en los input de ""Nombre de la funeraria"" y ""Direccion de la funeraria"" , se enceuntran cortados.","1.Ingresar a la app
2.Ubicar la opcion de eden
3.Crear un eden",,EVIDENCIA 530,Victor Moreno,Corregido,Omar E,01/03/23,"1,0,24",,,
EDEN-531,24/02/2023,Eden,Mobile,1.0.22,Android 11,,N/A,Error,Media,Error en validar un eden con los datos funerarios,"El error ocurre en el campo de direccion de la funeraria , el mismo dice que no admite caracteres especiales , pero un usuario puede copiar y pegar la direccion de una funeraria directamente de google maps para ser mas especifico y el campo no va a soportar eso , por lo cual se debe eleminar esta validacion","1.Ingresar a la app
2.Ubicar la opcion de eden
3.Crear un eden",,EVIDENCIA 531,Victor Moreno,Corregido,Carlos S,01/03/23,"1,0,24",,,
EDEN-532,24/02/2023,Eden,Mobile,1.0.22,Android 11,,N/A,Error,Alta,Error en validar un eden con los datos funerarios,El error ocurre cuando se coloca toda la informacion en los campos y al momento de darle al boton de siguiente no hace nada.,"1.Ingresar a la app
2.Ubicar la opcion de eden
3.Crear un eden",Nota: Por este error no se puedo probar todo este flujo,EVIDENCIA 532,Victor Moreno,Corregido,Carlos S,01/03/23,"1,0,24",,,
EDEN-533,24/02/2023,Creacion de cuenta,Mobile,1.0.22,Android 11,,N/A,Error,Media,"Error al momento de colocar el ""Nombre y Apellido""","El error ocurre cuando no se esta dejando ningun tipo de espacio o colocando caracteres especiales en el campo de apellido y hay un helper que esta indicando eso sin permitirle continuar al usuario , si la restriccion es por la cantidad de caracteres el helper tiene que cambiar.","1.Ingresar a la app
2.Ubicar la opcion de crear una cuenta
3.Crear una cuenta",,EVIDENCIA 533,Victor Moreno,,,,,,,
EDEN-534,24/02/2023,Creacion de cuenta,Mobile,1.0.22,Android 11,,N/A,Error,Alta,Error al momento de colocar la contraseña que se esta creando para un usuario,El error ocurre cuando el campos solo soporta 20 caracteres pero tiene un helper que le informa al usuario que el maximo es 30,"1.Ingresar a la app
2.Ubicar la opcion de crear una cuenta
3.Crear una cuenta",,EVIDENCIA 534,Victor Moreno,Corregido,Omar E,01/03/23,"1,0,24",,,
EDEN-535,24/02/2023,Creacion de cuenta,Mobile,1.0.22,Android 11,,N/A,Error,Alta,Error al momento de colocar el numero de telefono,"El error ocurre cuando se desea modificar el numero de telefono cuando ya se selecciono la opcion de enviar el codigo , cuando se regresa para editar el numero el mismo lo permite pero no se puede continuar ya que se queda en el proceso anterior.","1.Ingresar a la app
2.Ubicar la opcion de crear una cuenta
3.Crear una cuenta",,EVIDENCIA 535,Victor Moreno,Corregido,Omar E,01/03/23,"1,0,24",,,
EDEN-536,24/02/2023,Key,Mobile,1.0.22,Android 11,,N/A,Error,Alta,Error en notificaciones al momeno de abrir un arca,"El error ocurre cuando el usuario carga el acta de defuncion y la misma es aprobada en la web admin , le llega una notificacion que ha creada un arca libre lo cual no es valido ya que el usuario no ha creado nada , si va a llegar una notificacion debe ser de que un arca fue abierta o algo similar a la accion que se esta efectuando.","1.Ingresar a la app
2.Ubicar la opcion de llaves
3.Cargar un acta de defuncion
4.Validar el acta en la web admin.
5.Ver en la app la campana de notificaciones y validar lo que llega",,EVIDENCIA 536,Victor Moreno,,,,,,,
EDEN-537,24/02/2023,Key,Mobile,1.0.22,Android 11,,N/A,Error,Alta,Error al momento de validar un arca,El error ocurre cuano se desea hacer la validacion del arca mediante los datos funerarios y al momento de colocar toda la informacion y darle click al boton de siguiente no hace nada,"1.Ingresar a la app
2.Ubicar la opcion de llaves
3.Cargar los datos de la funeraria",,EVIDENCIA 537,Victor Moreno,Corregido,Omar E,,,,,
EDEN-538,24/02/2023,Arcas,Mobile,1.0.22,IOS 16.2,,N/A,Error,Alta,Error en la notificaciones al momento de crear arcas,"El error ocurre cuando al momento de crear arcas por Memorias y Recetas la notificacion llega sin problemas , pero cuando se crean arcas por credenciales no llega esta notificacion","1.Ingresar a la app
2.Ubicar la opcion de arca
3.Crear un arca y ver las notificaciones",,EVIDENCIA 538,Victor Moreno,Corregido,Carlos S,01/03/23,"1,0,24",NO SOLUCIONADO,Victor Moreno,
EDEN-539,24/02/2023,Eden,Mobile,1.0.22,IOS 16.2,,N/A,Error,Alta,Error al descargar un eden,El error ocurre cuando se desea descaragr un eden y cuando se descarga la imagen esta en blanco,"1.Ingresar a la app
2.Ubicar la opcion de eden
3.Crear un eden",,EVIDENCIA 539,Victor Moreno,,,,,,,
EDEN-540,24/02/2023,Arcas,Mobile,1.0.22,IOS 16.2,,N/A,Error,Baja,Error en el pop up al momento de eleminar a un usuario en la seccion de gestion de llaves,"El error ocurre cuando se va a gestion de llaves para eliminar un usuario y al momento de eliminarlo el pop up dice ""Llave enviada"" lo cual no tiene sentido con la accion","1.Ingresar a la app
2.Ubicar la opcion de arcas
3.Crear un eden",,EVIDENCIA 540,Victor Moreno,Corregido,Omar E,07/03/23,"1,0,27",,,
EDEN-541,24/02/2023,Eden,Mobile,1.0.22,IOS 16.2,,N/A,Error,Media,Error en el boton de mostrar menos en una publicacion de un eden,El error ocurre cuando el usuario tiene que darl multiples veces al boton de mostrar menos para que este pueda efectuar la accion,"1.Ingresar a la app
2.Ubicar la opcion de arcas
3.Crear un eden",,EVIDENCIA 541,Victor Moreno,Corregido,Carlos S,01/03/23,"1,0,24",,,
EDEN-542,24/02/2023,Eden,Mobile,1.0.22,IOS 16.2,,N/A,Error,Alta,Error al momento de compartir un eden con un usuario fuera de la app,El error ocurre cuando se desea compartir un eden con un usuario que no esta en la app y al momento que la app te lleva a  ver a las personas a las cuales se le ha compartido el eden los usuarios que estan fuera de la app aparecen en blanco.,"1.Ingresar a la app
2.Ubicar la opcion de arcas
3.Crear un eden",,EVIDENCIA 542,Victor Moreno,Corregido,Carlos S,01/03/23,"1,0,24",,,
EDEN-543,24/02/2023,Eden,Mobile,1.0.22,IOS 16.2,,N/A,Error,Alta,Error al momento de validar un eden,El error ocurre cuano se desea hacer la validacion del arca mediante los datos funerarios y al momento de colocar toda la informacion y darle click al boton de siguiente no hace nada,"1.Ingresar a la app
2.Ubicar la opcion de arcas
3.Crear un eden",,EVIDENCIA 543,Victor Moreno,Corregido,Carlos S,01/03/23,"1,0,24",,,
EDEN-544,24/02/2023,Eden,Mobile,1.0.22,IOS 16.2,,N/A,Error,Baja,Error en el pop up al momento de validar un eden,El error ocurre cuando el check esta pegado al texto de terminos y condiciones,"1.Ingresar a la app
2.Ubicar la opcion de arcas
3.Crear un eden",,EVIDENCIA 544,Victor Moreno,Corregido,Omar E,03/03/23,"1,0,26",,,
EDEN-545,24/02/2023,Eden,Mobile,1.0.22,IOS 16.2,,N/A,Error,Baja,Error en el boton de siguiente para concluir el flujo de validacion de un eden,El error ocurre cuando el boton de siguiente esta demasiado abajo,"1.Ingresar a la app
2.Ubicar la opcion de arcas
3.Crear un eden",,EVIDENCIA 545,Victor Moreno,Corregido,Carlos S,03/03/23,"1,0,26",,,
EDEN-546,24/02/2023,Eden,Mobile,1.0.22,IOS 16.2,,N/A,Error,Alta,Error al momento de eleminar un eden,El error ocurre cuando se desea eleminar un eden y el texto del boton ocupa el ancho de la pantalla,"1.Ingresar a la app
2.Ubicar la opcion de arcas
3.Crear un eden",,EVIDENCIA 546,Victor Moreno,Corregido,Omar E,01/03/23,"1,0,24",,,
EDEN-547,27/02/2023,Arcas,Mobile,1.0.23,Android 11,,N/A,Error,Alta,Error al momento de eleminar un ingrediente de la receta,El error aparece al momento de copiar y pegar el mismo ingrediente varias veces y querer eleminar uno de esos.,"1.Ingresar a la app
2.Ubicar la opcion de arcas
3.Crear un arca en recetas",,EVIDENCIA 547,Victor Moreno,Corregido,Carlos S,01/03/23,"1,0,24",,,
EDEN-548,27/02/2023,Eden,Mobile,1.0.23,Android 11,,N/A,Error,Alta,Error al momento de hacer click sobre el avatar de un eden ,El error ocurre cuando se le da click al avatar sin foto de un eden y la app te bota,"1.Ingresar a la app
2.Ubicar la opcion de eden
3.Crear un eden",,EVIDENCIA 548,Victor Moreno,Corregido,Carlos S,01/03/23,"1,0,24",,,
EDEN-549,27/02/2023,Eden,Mobile,1.0.23,Android 11,,N/A,Error,Baja,Faltar el mismo helper que en la fecha de nacimiento,Falta el mismo helper que esta en la fecha de nacimeinto que la fecha no puede ser mayor que el dia de hoy en la fecha de muerte,"1.Ingresar a la app
2.Ubicar la opcion de eden
3.Crear un eden",,EVIDENCIA 549,Victor Moreno,,,,,,,
EDEN-550,27/02/2023,Eden,Mobile,1.0.23,Android 11,,N/A,Error,Alta,Error en la cantidad de caracteres en el campo de Nombre del fallecido,El error ocurre cuando no se puede colocar un nombre completo de una persona,"1.Ingresar a la app
2.Ubicar la opcion de eden
3.Crear un eden",,EVIDENCIA 550,Victor Moreno,Corregido,Omar E,01/03/23,"1,0,24",,,
EDEN-551,27/02/2023,Eden,Mobile,1.0.23,Android 11,,N/A,Error,Alta,Error al escojer la fecha de muerte al momento de validar un eden por datos funerarios,El error ocurre cuando el calendario no te marca la fecha de 2023,"1.Ingresar a la app
2.Ubicar la opcion de eden
3.Crear un eden",,EVIDENCIA 551,Victor Moreno,"Corregido - Ese campo es fecha de defuncion y esta configurado para que no pueda ser mayor a la fecha de nacimiento, si no te permite seleccionar el 2023 es porque pusiste fecha de nacimiento el 2024",Carlos S,01/03/23,"1,0,24",,,
EDEN-552,27/02/2023,Eden,Mobile,1.0.23,Android 11,,N/A,Error,Alta,Error al momento de validar un eden,"El error ocurre al momento de validar un eden , cuando se termina el flujo de validar el eden y se le da click a siguiente te muestra es el eden aterior y no el que acabas de crear.","1.Ingresar a la app
2.Ubicar la opcion de eden
3.Crear un eden",,EVIDENCIA 552,Victor Moreno,Corregido,Carlos S,01/03/23,"1,0,24",,,
EDEN-553,27/02/2023,Eden,Mobile,1.0.23,Android 11,,N/A,Error,Alta,Error al momento de elimar un eden ,"Al momento de eliminar un eden el sistema te informa que fue eleminado , pero te sigue informando una y otra vez cada vez que ingresas a eden creados que un eden ha sido eliminado","1.Ingresar a la app
2.Ubicar la opcion de eden
3.Crear un eden",,EVIDENCIA 553,Victor Moreno,Corregido,Omar E,01/03/23,"1,0,24",,,
EDEN-554,28/02/2023,Key,Mobile,1.0.23,Android 11,,N/A,Error,Alta,Error al momento de ver llaves,"El error ocurre cuando un usuario al cual le fue enviada una llave , se crea una cuenta en besoul y cuando va al apartado de llaves para verla , la misma se queda cargando sin mostrar nada","1.Ingresar a la app
2.Ubicar la opcion de key
3.ver las llaves que has recibido","Nota: tuve que salir y volver a ingresar como 3 veces para que se pudieran ver , igual validen eso",EVIDENCIA 554,Victor Moreno,,,,,,,
EDEN-555,28/02/2023,inicio de sesion,Mobile,1.0.23,Android 11,,N/A,Error,Media,Error en el helper o notificacion cuando un ususario ya esta muerto y desea ingresar,"El error ocurre cuando un usuario al cual ya fue verificado como fallecido , desea ingresar con su cuenta , el helper que le aparece es ""Que la contraseña esta mal"", pero debe aparecer el pop que aparece cuando se desea ingresar por google con una cuenta que ya esta verificada como fallecido , el cual es ""Usuario inactivo, contacta a soporte""","1.Ingresar a la app con un usuario que ya fue validado como fallecido
2.Verl el helper que aparece",,EVIDENCIA 555,Victor Moreno,Corregido,Omar E,01/03/23,"1,0,24",,,
EDEN-556,28/02/2023,Profile,Mobile,1.0.23,IOS 16.2,,N/A,Error,Alta,Error al momento de cambiar la contraseña desde profile,"El error ocurre cuando el usuario desea cambiar su contraseña desde la opcion que tiene en profile y al momento que el usuario coloca el codigo de verificacion que llega a su correo y le da continuar el modal de ""Verificacion de cambio de contraseña exitosa"" no se quita aun dandole click al boton de aceptar.","1.Ingresar a la app
2.Ubicar la opcion de Profile
3.Realizar el cambio de la contraseñas desde este apartado",,EVIDENCIA 556,Victor Moreno,Corregido,Omar E,01/03/23,"1,0,24",,,
EDEN-557,28/02/2023,Arcas,Mobile,1.0.23,IOS 16.2,,N/A,Error,Alta,Error al momento de eleminar un ingrediente de la receta,El error aparece al momento de copiar y pegar el mismo ingrediente varias veces y querer eleminar uno de esos.,"1.Ingresar a la app
2.Ubicar la opcion de arcas
3.Crear un arca en recetas",,EVIDENCIA 557,Victor Moreno,Corregido,Carlos S,01/03/23,"1,0,24",,,
EDEN-558,28/02/2023,Eden,Mobile,1.0.23,IOS 16.2,,N/A,Error,Media,Error en el boton de mostar menos en la publicacion de un eden,El error ocurre cuando el usuario a darle multiples click al boton de mostrar menos de una publicacion dentro un eden no funciona,"1.Ingresar a la app
2.Ubicar la opcion de eden
3.Crear un eden y realizar una publicacion",Nota: Este error se coloco como media ya que aveces pasa y otras nos y los mismo ocurre con el boton de leer mas ,EVIDENCIA 558,Victor Moreno,Corregido,Carlos S,01/03/23,"1,0,24",,,
